sample,time,code,chan
608069,296.90869140625,131.0,3.0
608152,296.94921875,98.0,-1.0
608250,296.9970703125,132.0,0.0
608383,297.06201171875,133.0,2.0
608632,297.18359375,133.0,3.0
608657,297.19580078125,132.0,3.0
609921,297.81298828125,132.0,2.0
613087,299.35888671875,34.0,-1.0
614144,299.875,38.0,-1.0
614752,300.171875,131.0,1.0
614806,300.1982421875,131.0,3.0
614845,300.21728515625,162.0,-1.0
614994,300.2900390625,132.0,1.0
615033,300.30908203125,133.0,3.0
616090,300.8251953125,132.0,3.0
619777,302.62548828125,34.0,-1.0
620834,303.1416015625,35.0,-1.0
621357,303.39697265625,131.0,2.0
621515,303.47412109375,131.0,1.0
621567,303.49951171875,131.0,0.0
621574,303.5029296875,133.0,2.0
621583,303.50732421875,131.0,3.0
621613,303.52197265625,162.0,-1.0
621691,303.56005859375,132.0,0.0
621797,303.61181640625,132.0,1.0
621862,303.6435546875,133.0,3.0
622371,303.89208984375,132.0,3.0
623589,304.48681640625,132.0,2.0
626570,305.9423828125,34.0,-1.0
627626,306.4580078125,38.0,-1.0
628123,306.70068359375,131.0,1.0
628226,306.7509765625,131.0,3.0
628271,306.77294921875,162.0,-1.0
628477,306.87353515625,133.0,3.0
628593,306.93017578125,132.0,1.0
628800,307.03125,132.0,3.0
633226,309.1923828125,34.0,-1.0
634282,309.7080078125,50.0,-1.0
634587,309.85693359375,131.0,1.0
634715,309.91943359375,131.0,3.0
634748,309.935546875,162.0,-1.0
634900,310.009765625,133.0,3.0
634960,310.0390625,132.0,1.0
635298,310.2041015625,132.0,3.0
639677,312.34228515625,34.0,-1.0
640733,312.85791015625,50.0,-1.0
641493,313.22900390625,131.0,0.0
641495,313.22998046875,131.0,2.0
641574,313.2685546875,98.0,-1.0
641666,313.3134765625,132.0,0.0
641738,313.3486328125,133.0,2.0
643491,314.20458984375,132.0,2.0
646503,315.67529296875,34.0,-1.0
647560,316.19140625,35.0,-1.0
648239,316.52294921875,131.0,1.0
648249,316.52783203125,131.0,0.0
648337,316.57080078125,132.0,0.0
648353,316.57861328125,131.0,2.0
648366,316.5849609375,131.0,3.0
648399,316.60107421875,162.0,-1.0
648468,316.634765625,133.0,2.0
648528,316.6640625,132.0,1.0
648558,316.6787109375,132.0,2.0
648643,316.72021484375,133.0,3.0
649930,317.3486328125,132.0,3.0
653330,319.0087890625,34.0,-1.0
654386,319.5244140625,50.0,-1.0
655065,319.85595703125,131.0,3.0
655065,319.85595703125,133.0,3.0
655114,319.8798828125,131.0,2.0
655116,319.880859375,131.0,0.0
655258,319.9501953125,98.0,-1.0
655279,319.96044921875,132.0,0.0
655434,320.0361328125,133.0,2.0
655831,320.22998046875,132.0,2.0
657457,321.02392578125,132.0,3.0
660191,322.35888671875,34.0,-1.0
661247,322.87451171875,35.0,-1.0
661882,323.1845703125,131.0,1.0
661966,323.2255859375,131.0,3.0
661997,323.24072265625,162.0,-1.0
662181,323.33056640625,133.0,3.0
662195,323.33740234375,132.0,1.0
663684,324.064453125,132.0,3.0
666950,325.6591796875,34.0,-1.0
668005,326.17431640625,38.0,-1.0
668797,326.56103515625,131.0,1.0
668852,326.587890625,131.0,3.0
668907,326.61474609375,162.0,-1.0
669079,326.69873046875,132.0,1.0
669107,326.71240234375,133.0,3.0
671071,327.67138671875,132.0,3.0
673844,329.025390625,34.0,-1.0
674900,329.541015625,42.0,-1.0
675447,329.80810546875,131.0,0.0
675496,329.83203125,131.0,2.0
675631,329.89794921875,98.0,-1.0
675665,329.91455078125,132.0,0.0
675785,329.97314453125,133.0,2.0
676254,330.2021484375,132.0,2.0
680568,332.30859375,34.0,-1.0
681624,332.82421875,38.0,-1.0
682137,333.07470703125,131.0,1.0
682257,333.13330078125,131.0,3.0
682314,333.1611328125,162.0,-1.0
682447,333.22607421875,132.0,1.0
682512,333.2578125,133.0,3.0
683325,333.65478515625,132.0,3.0
687258,335.5751953125,34.0,-1.0
688314,336.0908203125,35.0,-1.0
688924,336.388671875,131.0,2.0
